"";"TCGA-2J-AAB6";"TCGA-2J-AAB8";"TCGA-2J-AAB9";"TCGA-2J-AABA";"TCGA-2J-AABE";"TCGA-2J-AABF";"TCGA-2J-AABK";"TCGA-2J-AABO";"TCGA-2J-AABR";"TCGA-2J-AABT";"TCGA-2J-AABU";"TCGA-2J-AABV";"TCGA-2L-AAQA";"TCGA-2L-AAQE";"TCGA-2L-AAQI";"TCGA-2L-AAQJ";"TCGA-2L-AAQL";"TCGA-3A-A9I5";"TCGA-3A-A9I7";"TCGA-3A-A9I9";"TCGA-3A-A9IB";"TCGA-3A-A9IC";"TCGA-3A-A9IH";"TCGA-3A-A9IU";"TCGA-3A-A9IX";"TCGA-3A-A9IZ";"TCGA-3A-A9J0";"TCGA-3E-AAAY";"TCGA-3E-AAAZ";"TCGA-F2-6880";"TCGA-F2-7273";"TCGA-F2-7276";"TCGA-F2-A44G";"TCGA-F2-A44H";"TCGA-F2-A7TX";"TCGA-F2-A8YN";"TCGA-FB-A4P5";"TCGA-FB-A4P6";"TCGA-FB-A545";"TCGA-FB-A5VM";"TCGA-FB-A78T";"TCGA-FB-AAPP";"TCGA-FB-AAPQ";"TCGA-FB-AAPS";"TCGA-FB-AAPU";"TCGA-FB-AAPY";"TCGA-FB-AAPZ";"TCGA-FB-AAQ0";"TCGA-FB-AAQ1";"TCGA-FB-AAQ2";"TCGA-FB-AAQ3";"TCGA-FB-AAQ6";"TCGA-H6-8124";"TCGA-HV-A5A3";"TCGA-HV-A5A4";"TCGA-HV-A5A5";"TCGA-HV-A5A6";"TCGA-HV-A7OL";"TCGA-HV-AA8V";"TCGA-HV-AA8X";"TCGA-HZ-7918";"TCGA-HZ-7919";"TCGA-HZ-7920";"TCGA-HZ-7922";"TCGA-HZ-7923";"TCGA-HZ-7924";"TCGA-HZ-7925";"TCGA-HZ-7926";"TCGA-HZ-8001";"TCGA-HZ-8002";"TCGA-HZ-8003";"TCGA-HZ-8005";"TCGA-HZ-8315";"TCGA-HZ-8317";"TCGA-HZ-8636";"TCGA-HZ-8637";"TCGA-HZ-A49G";"TCGA-HZ-A49H";"TCGA-HZ-A49I";"TCGA-HZ-A4BH";"TCGA-HZ-A77O";"TCGA-HZ-A8P0";"TCGA-HZ-A8P1";"TCGA-IB-7644";"TCGA-IB-7645";"TCGA-IB-7646";"TCGA-IB-7647";"TCGA-IB-7649";"TCGA-IB-7651";"TCGA-IB-7652";"TCGA-IB-7654";"TCGA-IB-7885";"TCGA-IB-7886";"TCGA-IB-7887";"TCGA-IB-7888";"TCGA-IB-7889";"TCGA-IB-7890";"TCGA-IB-7891";"TCGA-IB-7893";"TCGA-IB-7897";"TCGA-IB-8126";"TCGA-IB-8127";"TCGA-IB-A5SO";"TCGA-IB-A5SP";"TCGA-IB-A5SQ";"TCGA-IB-A5SS";"TCGA-IB-A5ST";"TCGA-IB-A6UF";"TCGA-IB-A6UG";"TCGA-IB-A7LX";"TCGA-IB-A7M4";"TCGA-IB-AAUM";"TCGA-IB-AAUN";"TCGA-IB-AAUO";"TCGA-IB-AAUP";"TCGA-IB-AAUQ";"TCGA-IB-AAUR";"TCGA-IB-AAUS";"TCGA-IB-AAUU";"TCGA-IB-AAUV";"TCGA-IB-AAUW";"TCGA-L1-A7W4";"TCGA-LB-A7SX";"TCGA-LB-A8F3";"TCGA-LB-A9Q5";"TCGA-M8-A5N4";"TCGA-OE-A75W";"TCGA-PZ-A5RE";"TCGA-Q3-A5QY";"TCGA-Q3-AA2A";"TCGA-RB-AA9M";"TCGA-RL-AAAS";"TCGA-S4-A8RM";"TCGA-S4-A8RO";"TCGA-S4-A8RP";"TCGA-US-A774";"TCGA-US-A779";"TCGA-US-A77G";"TCGA-US-A77J";"TCGA-XD-AAUG";"TCGA-XD-AAUH";"TCGA-XD-AAUI";"TCGA-XD-AAUL";"TCGA-XN-A8T3";"TCGA-YB-A89D";"TCGA-YY-A8LH";"TCGA-Z5-AAPL"
"ACADL";1,7544;37,6028;135,0482;17,5356;6,7828;41,1092;69,6475;12,0192;88,4354;0;0;266,1417;2,8152;2,7804;77,7363;3,4653;27,1675;24,0096;6,7625;168,8385;15,7211;1,4815;18,1977;39,9824;77,5906;26,0223;13,2031;78,9859;16,4547;457,8091;98,4697;102,4782;8,2781;73,8255;87,9507;4,6351;39,2228;118,5286;20,4391;13,0412;103,6205;6,9553;44,872;31,7241;18,022;35,753;53,5844;2,3683;31,4764;4,6533;27,7841;4,6948;13,5932;7,7866;10,7469;57,1924;21,4133;11,0906;40,2522;17,7221;110,8384;9,9026;12,8496;20,5567;53,3466;32,1696;2,824;29,7035;30,6748;116,934;219,7168;0;56,0394;151,9052;15,031;6,4041;126,3676;77,5838;22,5554;10,0792;143,9275;72,4751;17,3653;5,2147;32,8482;5,5838;6,0115;52,4166;24,9796;51,683;332,6094;14,0975;10,1712;3,8539;11,0072;145,035;14,8608;75,9087;13,8681;51,6805;177,0288;17,6132;41,0694;13,1988;11,2734;3,0363;26,2123;71,7937;160,5005;15,6131;2,0289;320,4301;82,0686;23,6101;22,8797;15,9439;12,624;10,779;15,3387;31,8841;114,4318;0,8544;8,8136;91,8782;196,3919;0;11,9166;2,8861;16,487;1,442;45,4936;89,4962;23,2848;8,5729;37,0566;70,3158;18,1367;48,8361;16,4434;33,7838;45,2889;39,1283;14,553;100,211;6,1665;3,5277;3,4188
"ACADM";405,848;687,1915;730,9753;774,6986;630,8001;730,0434;656,9218;489,5833;841,6821;962,4531;414,8472;588,9764;454,8562;331,7887;650,5558;363,8614;500,6574;369,1477;1162,2992;625,4958;438,1739;376,7901;642,3386;454,3058;871,0567;553,9033;660,1532;960,9946;734,8542;1003,989;827,678;1006,0281;664,4592;807,6063;864,9956;934,2377;708,1896;769,0736;501,1355;205,0078;351,6438;881,9336;352,6941;515,8621;610,1213;458,2882;539,4642;346,9591;564,0769;553,7459;807,9913;542,723;840,7195;407,24;629,2316;843,4431;715,2034;340,727;580,9893;789,2803;1008,998;788,6398;937,7106;821,8415;800,8615;1703,7406;675,2432;1028,407;519,4274;1061,3191;1359,7273;326,4338;921,9992;1244,8069;703,6616;1245,5972;900,9847;1124,4112;885,7104;616,7507;531,4246;707,4633;439,521;824,5399;1157,1726;565,9898;746,4715;920,354;565,3;857,1429;607,5085;694,8057;524,3832;918,2798;1020,9136;573,9596;652,8512;962,3673;940,03;1067,2208;1641,2903;546,0079;522,6656;468,5588;765,1229;354,8724;702,4902;438,4718;679,5774;383,4391;454,9835;1174,9104;458,1225;308,4067;724,2312;578,4439;633,4536;642,3322;623,775;859,2133;1248,5254;784,7912;886,0026;527,9188;874,1722;346,9271;180,7349;411,8857;664,7981;593,367;695,7082;576,6345;535,1351;488,1517;788,7771;686,3158;546,115;879,9635;590,743;808,1081;914,6278;584,943;418,2952;722,0464;617,1634;386,7269;850,7123
"ACADSB";137,4269;628,9072;360,1286;300,6106;435,9488;343,0495;515,9071;213,9423;419,295;566,9587;199,7817;311,811;422,2803;264,1335;414,9176;252,4752;222,5144;342,7371;772,612;342,2096;200,7457;177,284;342,658;244,2882;412,4553;302,6022;171,1117;380,7899;442,0344;861,614;521,6234;509,712;449,7792;628,6353;307,8276;501,6249;436,5353;576,9755;121,1204;122,5874;370,7865;452,7908;429,874;342,069;350,6789;341,8202;319,3338;255,1866;186,8599;276,4076;333,4091;489,2019;308,5247;303,678;409,9946;424,0324;199,6788;171,9039;367,6043;379,0793;509,2025;463,8359;676,9568;514,3469;592,4453;868,5786;307,813;864,4317;228,2209;538,3244;652,8579;208,2794;453,2374;708,0413;524,6876;379,4428;440,372;487,1155;270,6643;266,8587;318,3012;250,6707;505,3892;401,5337;538,0457;286,802;403,0319;521,4432;700,7874;259,7403;294,1359;248,3847;783,9378;211,9646;481,0127;371,6522;390,4809;491,9052;311,4693;760,0289;835,0544;290,8761;323,9055;526,4307;318,597;200,7781;319,3534;267,9015;366,0915;255,3199;306,8729;645,8781;426,0821;105,2616;381,4753;211,7347;411,1812;337,5796;362,1645;455,0725;605,1907;243,0845;615,0992;350,2538;404,6586;254,4515;146,9712;202,8506;395,156;303,5328;403,8627;372,4544;699,3763;1099,8543;399,153;434,1053;304,7966;299,8631;302,6797;432,4324;523,165;302,6251;289,8129;332,2785;343,2682;309,5579;581,1966
"ACADS";227,4854;359,1069;595,9271;752,1528;718,3598;588,9962;758,8134;462,3397;558,4416;650,1877;786,0262;1766,9291;859,441;500;671,4475;641,0891;1098,9882;579,8319;1747,6754;1040,7932;452,6857;465,1852;577,6788;605,0088;490,8627;681,0409;559,8099;720,1365;602,0942;1405,3391;383,7658;354,6551;812,362;560,4027;871,1522;430,0378;788,8142;673,7057;451,9304;798,1221;868,4977;717,0927;656,029;586,2069;747,9148;693,3911;425,7784;730,6271;569,0732;353,6529;1035,5205;590,6103;275,5715;366,7496;881,784;731,9469;351,7131;1537,2766;505,3346;307,3266;210,6339;392,5374;200,8932;230,4069;399,9337;1396,01;273,6115;508,8993;379,1411;334,4029;407,9706;476,9297;423,7031;485,281;239,7973;431,6362;727,5711;870,0471;430,2022;417,0866;628,2989;783,9278;1019,7605;898,1595;243,2432;139,5939;238,6304;498,2982;527,2875;303,7371;430,6547;460,1829;206,0615;240,6937;342,3225;456,9427;253,1464;322,5046;151,7991;174,9187;753,4016;458,9782;526,5401;955,393;428,3904;424,7082;502,8397;623,4973;798,745;474,3624;556,4291;926,8817;427,2063;647,3097;436,0347;439,4133;465,284;671,2396;610,1406;415,3209;737,7114;443,0204;324,713;684,264;800,1827;404,9397;1568,5204;979,2078;700,9632;1205,4795;570,8155;803,8585;745,5301;900,1558;761,7787;588,2105;1561,2641;1151,0726;687,5761;458,7838;464,8621;641,9019;607,9002;625,5274;585,3032;1150,0386;380,057
"ACADVL";6477,1871;5488,1316;6285,1018;8095,1558;4769,5329;6496,2807;7297,4936;3562,484;5815,0773;4380,4506;5087,3253;16711,811;4421,8339;4965,2039;6150,8376;4407,9158;6965,2176;12879,3517;7787,3753;7273,0878;6129,5939;5319,9852;4600,5188;5072,4605;5406,3992;4761,316;6524,4151;6960,0098;5763,2386;13739,1347;4554,02;4822,8332;5915,5629;8661,0738;5943,7071;5372,6238;5239,8765;6141,0014;6105,2233;6029,2123;8924,6484;6210,3982;5886,3122;5895,1655;9891,098;8530,8505;6985,5105;10425,3387;7725,6807;5543,9739;4322,3029;4645,061;7545,8714;7058,567;8663,0844;5828,9948;5794,4325;6469,5009;5403,4578;3324,8325;5051,1247;3379,5453;6070,3596;3564,8822;5090,444;9768,0324;3162,2152;5445,1164;6506,7485;5161,8503;5568,9512;2974,5106;4484,2598;6519,6126;3666,5;6219,3212;7165,2024;8453,3056;5612,9831;4149,7384;7387,8819;11435,7648;10167,6108;2361,9509;3267,3555;2295,934;4071,8766;4250,5106;4131,6155;2541,7254;2311,179;4077,1906;3140,2716;3053,9616;3229,4882;5386,8974;3690,5721;3828,455;2963,6357;3480,3036;5168,6851;4134,1475;5464,9051;4489,1236;5930,2959;3816,2596;4358,6719;7334,501;8832,858;11349,7745;4517,3726;12034,2796;4222,018;6505,5115;4199,2912;4364,1454;6641,0821;6264,5419;4187,4563;5021,0807;7568,9422;15588,4951;6092,5154;13901,5178;6007,7278;5245,2613;6992,0556;4511,7567;4032,3996;9206,186;4701,6867;6782,4223;4379,6091;5541,6265;8445,1826;5378,0842;6033,9458;4713,3638;7481,0962;5260,75;5500,2343;4919,2422;4636,5821;6689,3354;5639,2343;7572,6822;4738,4558
"ACAN";31,5789;268,8602;188,6388;31,3136;189,3017;119,4294;29,6647;52,0833;110,0804;68,2103;46,9432;4,7244;315,7048;19,4625;17,9765;58,9109;172,0605;117,0468;70,1606;51,5581;223,7227;259,7531;121,1887;32,0738;30,6279;42,3792;105,0964;105,802;62,8272;123,9644;63,8723;139,3168;109,2715;95,0783;35,1803;47,3814;58,8342;32,6975;56,7752;83,4637;14,149;32,69;6,2821;551,7241;42,8024;27,6273;187,5453;49,7347;16,4876;92,1359;48,8099;61,0329;120,2793;7,7866;133,799;214,327;200,2141;145,4097;61,1057;122,7577;65,4397;53,4738;93,395;41,5418;53,0152;8,2294;172,2623;15,761;146,0123;163,9929;102,2549;50,884;18,9322;501,593;90,8853;74,6077;44,8578;79,8005;22,5554;79,1937;50,3746;129,6573;62,2754;171,4724;93,5551;106,599;135,9122;55,8203;98,8325;174,132;148,309;135,2689;151,0615;55,356;74,2983;103,8319;248,022;111,9331;63,3433;108,0593;82,339;41,9608;120,8834;59,3948;90,6776;166,6192;262,5601;11,0823;122,9251;11,021;3,5506;60,9319;97,8078;66,4033;36,9595;144,1327;124,4364;167,5649;17,043;257,5569;54,6599;67,9269;9,2775;76,1421;158,0269;125,2154;115,1936;16,4919;91,4762;462,8695;84,5494;169,8821;103,9501;126,5765;155,6379;127,5789;28,7164;32,8617;98,6602;102,7027;61,4263;139,1778;195,842;67,5105;63,7205;42,3327;123,6467
"ACAP1";71,9298;125,0294;214,3623;203,5384;115,3075;282,4488;139,2949;123,3974;447,7427;206,5081;180,131;92,9134;63,5431;238,1835;69,4768;177,2277;166,8858;195,6783;365,5959;167,7054;126,9777;106,1728;82,8574;84,7979;477,7948;48,3271;138,8962;340,8094;108,8257;14,7284;196,6733;287,3409;91,6115;140,9396;235,708;66,952;1189,0321;377,3842;47,6911;455,9207;185,1852;11,824;35,0002;580,6897;67,2072;458,2882;215,7857;66,313;173,37;133,5505;72,8394;45,0704;54,3728;78,6448;114,9919;302,7152;45,5032;729,5132;142,58;33,2829;224,1309;103,7788;341,6125;98,9293;580,1856;221,9451;49,5764;239,7495;496,1145;233,1551;280,5454;96,1621;176,0697;73,4038;147,5138;586,6154;262,5821;501,524;320,7262;389,7288;85,2494;142,2905;64,0719;69,0184;254,4699;71,066;259,0173;127,9782;160,467;98,8603;49,9535;244,0211;103,5958;110,3617;360,4843;306,5513;51,2442;207,5694;34,4828;305,0235;377,387;170,4332;419,6048;69,0401;225,4686;89,1925;1079,0738;56,8568;302,7501;120,3126;383,9716;290,3226;92,7487;278,4022;1836,9776;111,6071;2548,6925;458,1088;120,5795;527,9503;287,0625;39,3036;159,1094;48,731;137,0176;79,2648;359,9801;202,8506;3119,2329;126,8926;147,2103;628,0815;167,5676;62,5318;130,757;244,2105;40,3037;69,8311;1739,3423;146,6216;812,5976;428,9252;105,6133;177,2152;217,369;140,6681;3683,7607
"ACAP2";1095,9064;1370,6228;913,1833;1105,3703;1098,1964;1105,6968;937,2313;887,0192;1082,2511;1004,3805;1020,7424;274,0157;1213,7543;1087,5811;1115,0303;957,9208;686,9485;597,2389;1237,5317;915,0142;1112,9699;913,0864;932,7267;1095,3427;1276,5697;758,3643;987,061;871,2823;1179,1324;667,6895;1564,0719;1407,5687;1023,7307;1055,9284;1141,1609;1376,6358;1120,0291;1173,7057;1021,1961;512,2587;747,8152;828,3777;1085,0056;986,8966;949,9119;725,3521;1223,0268;891,0809;808,3937;1182,8758;941,6553;998,1221;1385,6837;1453,7611;955,4003;1002,3108;937,3662;471,9655;936,9544;1089,6909;1966,4622;1568,5653;1566,7163;2080,9422;1401,5905;1678,0549;1771,2582;1488,8108;711,6564;1686,9875;1726,2716;1032,7727;1554,3355;1200,9685;1787,6431;1604,2267;1284,4639;990,8562;929,1707;1320,8543;649,888;819,168;771,8563;1246,0123;1656,9647;1478,1726;2151,8557;1356,0245;1298,9411;1327,5908;1166,9252;1232,525;1450,7181;1602,8729;1482,1134;822,0025;1992,8873;1443,1221;2169,4153;2075,1717;1381,9225;1215,0489;988,3766;1088,3967;1171,9468;811,4622;1158,5845;891,3987;880,874;1292,2127;1201,6231;982,0789;1090,5003;1087,5393;1779,3383;1024,8724;1270,514;1353,7482;1144,0136;1314,6998;1151,7892;2290,2916;1344,7756;439,0863;939,9406;1211,3728;380,8342;660,5014;1392,3532;934,3908;1236,9099;751,8757;1340,9563;1271,3125;1121,2282;1005,4737;624,2034;996,3487;695,4933;1125,6757;1251,4315;1026,7459;950,5198;1033,7553;1070,9147;744,3501;1868,3761
"ACAP3";2009,0117;708,8132;800,6431;521,7222;955,326;1335,1041;1060,4428;760,5529;837,2294;1083,4355;673,679;615,748;529,9135;784,1705;612,7954;563,3911;1231,643;1144,7779;1045,7819;2080,6969;959,1293;1351,3432;750,0687;745,3295;586,6912;691,5242;1215,004;1033,5007;688,5826;845,7686;495,8563;523,2184;775,4249;1020,1342;560,9631;826,8261;1062,6475;979,564;1436,9266;699,0558;1210,5576;1490,892;531,2848;1532,6345;394,7541;902,8386;599,6524;740,3669;740,0849;1366,3378;404,8292;852,0094;632,385;1404,7055;938,7426;972,8481;1699,1863;981,5896;1122,8613;1138,2062;150,5153;363,2734;480,4701;379,9914;747,336;433,2419;432,7298;344,3178;681,3906;379,3547;427,3728;933,3635;472,9686;660,7978;783,2247;709,0778;988,0525;861,7346;1450,6945;938,3249;684,4085;1289,6045;436,6826;478,2853;244,9231;171,066;291,4428;186,5214;335,0774;367,6517;360,2668;740,1896;280,6655;382,9728;263,6379;292,1426;470,5038;273,2497;255,6222;478,193;448,1642;620,0868;1148,7524;825,4961;918,1475;915,1305;652,4465;1559,1335;980,7118;1084,0352;861,476;1003,7634;724,6093;1405,9753;793,0243;1242,551;971,0099;1053,0328;745,8202;1083,793;855,812;1317,9451;656,1011;846,2234;740,5435;1040,8673;1827,3287;960,2916;940,9925;1066,496;911,6567;632,9957;383,5301;867,4527;913,8221;834,9895;961,8777;1052,7157;1053,8246;1230,8243;1111,5981;887,6622;1199,4387;1566,693;1006,4183;679,5282;676,661
"ACAT1";523,3918;611,9859;1235,7985;522,9372;465,5465;570,9223;771,7111;505,609;837,9716;1063,8298;378,821;2914,9606;412,226;375,3475;659,787;408,9109;771,0382;1227,491;1284,0237;1032,2946;599,8186;527,4074;549,8016;494,2882;899,6427;714,4981;289,4111;932,7157;691,8474;2842,5898;937,3253;899,866;378,5872;992,17;1338,6104;551,0663;767,7501;579,7003;345,95;1095,4617;476,9039;383,9332;442,4382;768,2759;413,7561;594,7996;573,4975;253,4104;656,008;858,0735;774,1998;446,9484;469,9956;180,6495;416,4428;798,9601;259,636;471,9655;569,8351;668,2516;912,0654;427,3944;1074,3556;557,6017;917,1637;737,6559;478,1927;445,249;1053,9877;894,4742;1600,9439;557,9991;544,1121;1558,8123;506,8601;869,0362;891,6849;1255,7495;516,5727;606,1915;1397,7575;505,3309;522,7545;450,9202;649,0644;546,1929;623,3664;939,4146;620,6897;720,6467;800,1862;554,502;584,2804;465,6214;1233,902;1179,6457;501,6808;1121,4753;567,0915;1011,5649;2013,8741;517,775;662,5339;716,2909;945,0077;570,4526;762,7785;561,8221;1217,9787;176,3361;698,9602;1852,3297;885,8909;319,7198;556,5932;742,3469;614,0667;799,1181;377,0771;1166,0455;913,0948;833,9208;595,6164;1339,5939;1621,3747;353,8196;354,5184;472,9058;692,4537;289,8342;762,2318;1254,0193;259,0437;864,8556;538,9095;849,6842;459,462;418,0739;995,7369;858,1081;1170,2238;856,8598;472,3493;812,2363;549,8458;277,3674;579,4872
"ACAT2";742,8713;307,3843;587,3955;235,7539;412,6715;811,702;495,3439;482,492;660,7669;314,7184;240,2838;549,5433;559,2077;193,7813;564,8321;759,1881;610,6403;629,7719;250,9045;359,9093;233,6511;596,4296;718,8849;321,9332;307,8714;518,5056;1232,8017;446,6065;500,7554;409,954;290,7465;603,5265;825,6898;323,9485;407,7792;479,6234;439,9564;376,5327;352,8615;623,0829;615,8385;484,5836;1178,0342;440,6828;912,1444;740,0271;300,4924;711,4319;559,5903;501,1215;748,7511;218,2535;389,0253;158,956;412,8533;378,082;466,4507;314,2884;442,7789;809,0858;398,0532;380,3612;401,0468;426,2655;324,4533;276,4065;318,7794;212,0282;602,728;350,5989;399,334;207,5765;297,7736;487,3608;320,9927;424,3836;625,5088;576,2649;519,7854;860,9647;500,519;1104,5736;1111,3653;150,0215;295,7755;265,7614;408,6618;393,1382;627,1491;438,635;462,7769;748,8328;457,5507;393,4063;410,3412;562,6947;296,2786;483,5081;504,554;313,09;302,2183;294,1527;388,2332;457,1672;498,6631;234,6295;487,8986;210,3846;407,725;198,5939;613,9488;509,828;303,1703;423,2845;356,6684;448,7755;402,7818;328,584;447,4435;275,4493;553,2245;482,418;415,6187;1251,2437;363,2793;504,2275;290,9136;217,747;467,5765;333,2516;659,103;845,3912;200,6237;649,7209;318,4701;546,5811;616,6918;384,5687;644,592;335,5946;452,9151;887,0579;577,8295;381,788;414,2446;199,9471;477,4359
"ACBD3";1994,152;1826,557;1395,4984;2077,9709;1797,441;1747,1427;1290,6277;1239,5833;1486,7038;988,1101;1584,0611;737,0079;2464,1062;1223,8184;2069,2436;1964,8515;1196,6616;1762,3049;1331,7836;1048,1586;1532,601;1980,2469;1983,1575;2314,1476;1536,294;2313,0112;1669,3953;1436,8601;1797,6814;1111,9975;2264,5376;1855,3248;2033,6645;1671,1409;1796,394;2398,9411;1170,1471;1241,1444;1269,4928;766,8232;1170,2039;1802,1214;3023,477;1368,9655;2501,3094;936,078;1723,3888;1794,5955;1216,0879;1688,6924;1162,4262;2283,5681;2197,1572;1856,3292;1818,9146;1660,312;1602,7837;918,6691;1483,5112;2628,0527;2055,6237;2465,341;2003,2908;2825,2677;1476,4745;1979,5511;3219,3285;2339,6031;1422,0859;1737,9679;1875,721;1466,5804;2093,1465;1984,4527;2484,3136;1925,072;1394,9672;1665,2812;1431,9901;2689,2249;1313,6153;2557,2404;3113,1737;2542,0245;2645,738;4288,3249;2728,437;1837,985;2076,2965;2611,1847;2274,8992;1792,7331;2430,5461;2142,4192;2448,5416;1653,8937;2423,8511;2137,8793;3223,7631;2049,1507;1860,8609;2338,4058;1907,4002;1653,4086;1833,1581;1601,67;1788,554;2080,091;1455,7771;1941,5336;1360,8927;1562,724;1672,2878;1138,6945;1454,1823;1343,1122;1325,9693;1560,0196;2051,9813;1687,7847;1523,3976;2145,039;1624,9565;2661,4213;1556,5198;1747,8461;819,7617;1207,2086;920,6125;1161,4996;2033,4764;1003,7513;2731,3929;2196,6828;1719,9576;1435,7895;764,7625;1764,0347;881,8514;1554,7297;1408,6413;1473,5017;1413,3056;1345,4641;1558,0678;1969,7938;1250,7123
"ACBD4";147,9532;259,4595;311,8971;321,2776;421,7666;266,1469;427,3431;303,6859;257,2665;483,1039;276,2009;680,315;470,1387;510,1946;429,4932;507,4257;594,4498;709,4838;483,9391;537,6771;331,3514;290,8642;321,3629;272,4077;284,2266;213,3829;363,8764;483,6665;274,1212;446,7628;169,5276;165,7736;342,7152;419,4631;190,4134;196,7358;427,8191;470,0272;342,165;138,2368;444,4444;247,6091;268,3347;388,2759;176,0904;483,7486;267,9218;483,7296;549,5878;318,7529;522,6412;443,1925;245,5016;402,568;387,9635;325,2455;251,0707;601,3555;362,2696;311,2168;134,5603;182,6032;144,4801;211,5632;290,9211;373,3167;129,589;180,0394;320,6544;217,4688;227,5826;204,3984;275,6532;244,6795;217,4255;351,9052;452,954;420,061;595,7915;170,8663;417,9433;273,9425;311,976;269,0184;174,6362;80,7107;131,4689;177,6719;192,7776;162,7352;195,4701;222,5392;183,0821;262,7661;141,4419;243,5105;150,658;162,11;117,6912;167,3292;276,5217;298,9057;343,6652;413,7329;181,3552;162,4443;229,3578;244,7733;383,8056;415,5837;462,5919;514,6953;266,4418;560,2475;328,236;353,3163;317,8539;235,6688;467,8313;240,1656;377,1136;146,5342;531,1377;382,7411;448,5042;326,8237;697,1202;445,6942;344,6314;430,4254;270,8155;391,2111;466,5281;214,3228;430,3864;289,2632;734,5347;426,7458;380,0244;275;268,6101;280,8321;477,7547;260,5485;314,4913;646,0148;368,0912
"ACBD5";768,4211;869,5652;920,686;562,3924;992,7547;804,4653;980,6535;558,4936;752,6283;593,8673;502,1834;275,5906;1180,7762;1036,1446;1144,6673;1600,9901;696,6511;687,8752;1265,8495;747,3088;728,8119;552,5926;1208,7891;609,4025;855,9469;1305,5762;1068,3919;888,3471;1396,0359;637,0052;1013,4398;975,5526;1344,9227;961,9687;1045,2946;1378,1809;629,744;991,1444;556,3967;381,325;898,0441;782,4726;1093,0825;532,4138;1019,3718;659,805;645,9088;875,0947;883,3375;600,2792;1236,7674;1152,1127;537,1378;807,472;953,7883;911,0341;571,7345;661,7375;593,5984;1384,9146;1484,6626;1605,0067;838,6743;1387,152;917,8264;1609,7257;1172,8899;1145,0992;488,7526;1051,6934;937,0739;674,4286;1266,1871;1057,2193;1171,0216;2421,3897;850,1094;512,0532;836,1986;850,012;552,4602;787,2524;1422,7545;1151,5337;1016,632;904,5685;1235,7554;1030,6331;1336,6821;1133,3157;770,7105;726,0216;1699,348;1200,6657;733,0765;759,3737;723,0558;1119,7598;825,3373;928,8038;1004,5355;1617,3023;870,9802;1278,7646;618,5683;868,014;743,1193;970,42;586,7125;728,7639;936,8501;751,9713;562,6757;358,5781;625,6724;672,8316;472,4977;678,099;1452,9186;538,7164;941,4078;862,5441;1670,4163;858,3756;738,9815;936,8179;514,3992;983,7431;422,8116;843,5472;1008,5837;727,224;1602,079;927,8917;908,9465;712,4211;797,5092;1389,3199;418,3922;467,5676;529,4118;660,7231;1122,2453;651,8987;920,3494;1094,0359;689,4587
"ACBD6";697,076;850,7638;524,1158;581,8068;674,5799;511,0304;795,3568;494,391;465,0588;433,0413;497,8166;730,7087;701,7897;562,5579;534,4372;487,1287;1014,8984;1039,6158;521,1327;376,204;468,0036;640;537,0245;518,0141;418,9893;477,3234;538,685;509,02;675,0187;560,9083;410,9115;349,6316;428,2561;482,1029;443,7115;404,802;415,4712;292,2343;324,754;845,5921;444,8606;370,0226;401,1559;622,069;831,6422;528,7107;412,0203;570,1734;495,1287;676,1284;738,1556;989,6714;559,3812;290,4408;513,7023;414,2114;444,3255;632,7788;501,4549;629,3495;423,3129;392,9335;431,2466;440,257;310,1392;322,9426;530,593;370,9903;542,7403;322,9947;341,3739;518,3269;340,4014;414,4259;482,0414;431,9565;277,8993;395,1233;310,8238;371,0103;858,0294;436,8453;644,3114;354,6012;408,316;496,9543;363,5651;417,9714;409,7203;309,3029;337,2634;420,9113;531,9174;453,0087;206,9345;597,8574;450,949;388,5494;580,5847;372,9671;328,6697;475,8143;489,3452;449,7759;462,2107;512,7621;531,2363;675,0538;580,8078;626,3604;461,5775;478,853;535,1321;479,0879;418,4349;506,3776;493,2372;555,12;450,3622;555,2795;340,5427;447,2925;629,9432;1207,6142;492,3499;317,6335;576,9613;530,2153;455,2538;444,845;606,0086;611,4684;466,1123;834,5983;510,3229;482,1053;458,9583;379,7353;564,5554;585,1351;462,7798;578,9995;458,6279;539,557;434,224;599,7134;439,3162
